County,DATE,PRCP
Franklin County,9/28/2020,4.42
Franklin County,9/29/2020,0.04
Franklin County,9/30/2020,0.04
Franklin County,10/1/2020,0
Franklin County,10/2/2020,0
Franklin County,10/3/2020,0
Franklin County,10/4/2020,0
Franklin County,10/5/2020,0
Franklin County,10/6/2020,0.04
Franklin County,10/7/2020,0.01
Franklin County,10/8/2020,0
Franklin County,10/9/2020,0
Franklin County,10/10/2020,0
Franklin County,10/11/2020,0.12
Franklin County,10/12/2020,0
Franklin County,10/13/2020,0
Franklin County,10/14/2020,0
Franklin County,10/15/2020,0
Franklin County,10/16/2020,0
Franklin County,10/17/2020,0
Franklin County,10/18/2020,0
Franklin County,10/19/2020,0
Franklin County,10/20/2020,0
Franklin County,10/21/2020,0
Franklin County,10/22/2020,0
Franklin County,10/23/2020,0
Franklin County,10/24/2020,0
Franklin County,10/25/2020,1.49
Franklin County,10/26/2020,0
Franklin County,10/27/2020,0
Franklin County,10/28/2020,0.14
Franklin County,10/29/2020,0
Franklin County,10/30/2020,0.25
Franklin County,10/31/2020,0
Franklin County,11/1/2020,0
Franklin County,11/2/2020,0
Franklin County,11/3/2020,0
Franklin County,11/4/2020,0
Franklin County,11/5/2020,0
Franklin County,11/6/2020,0
Franklin County,11/7/2020,0
Franklin County,11/8/2020,0
Franklin County,11/9/2020,0
Franklin County,11/10/2020,0
Franklin County,11/11/2020,0
Franklin County,11/12/2020,0.01
Franklin County,11/13/2020,0
Franklin County,11/14/2020,0
Franklin County,11/15/2020,0
Franklin County,11/16/2020,0
Franklin County,11/17/2020,0
Franklin County,11/18/2020,0
Franklin County,11/19/2020,0
Franklin County,11/20/2020,0
Franklin County,11/21/2020,0
Franklin County,11/22/2020,0
Franklin County,11/23/2020,0
Franklin County,11/24/2020,0
Franklin County,11/25/2020,0
Franklin County,11/26/2020,0.1
Franklin County,11/27/2020,0.03
Franklin County,11/28/2020,0.87
Franklin County,11/29/2020,0.15
Franklin County,11/30/2020,0.78
Franklin County,12/1/2020,0
Franklin County,12/2/2020,0
Franklin County,12/3/2020,0
Franklin County,12/4/2020,0
Franklin County,12/5/2020,0.07
Franklin County,12/6/2020,0
Franklin County,12/7/2020,0.14
Franklin County,12/8/2020,0
Franklin County,12/9/2020,0
Franklin County,12/10/2020,0
Franklin County,12/11/2020,0
Franklin County,12/12/2020,0
Franklin County,12/13/2020,0
Franklin County,12/14/2020,0.17
Franklin County,12/15/2020,0
Franklin County,12/16/2020,0
Franklin County,12/17/2020,1.67
Franklin County,12/18/2020,0
Franklin County,12/19/2020,0
Franklin County,12/20/2020,0.03
Franklin County,12/21/2020,0
Franklin County,12/22/2020,0
Franklin County,12/23/2020,0
Franklin County,12/24/2020,0
Franklin County,12/25/2020,1
Franklin County,12/26/2020,0
Franklin County,12/27/2020,0
Franklin County,12/28/2020,0
Franklin County,12/29/2020,0
Franklin County,12/30/2020,0
Franklin County,12/31/2020,0.01
Franklin County,1/1/2021,0.02
Franklin County,1/2/2021,2
Franklin County,1/3/2021,3.56
Franklin County,1/4/2021,0
Franklin County,1/5/2021,0
Franklin County,1/6/2021,0
Franklin County,1/7/2021,0
Franklin County,1/8/2021,0.2
Franklin County,1/9/2021,0
Franklin County,1/10/2021,0
Franklin County,1/11/2021,0
Franklin County,1/12/2021,0.02
Franklin County,1/13/2021,0
Franklin County,1/14/2021,0
Franklin County,1/15/2021,0
Franklin County,1/16/2021,0
Franklin County,1/17/2021,0
Franklin County,1/18/2021,0
Franklin County,1/19/2021,0
Franklin County,1/20/2021,0
Franklin County,1/21/2021,0
Franklin County,1/22/2021,0
Franklin County,1/23/2021,0.07
Franklin County,1/24/2021,0
Franklin County,1/25/2021,0
Franklin County,1/26/2021,0
Franklin County,1/27/2021,1.77
Franklin County,1/28/2021,0.9
Franklin County,1/29/2021,0
Franklin County,1/30/2021,0
Franklin County,1/31/2021,0
Franklin County,2/1/2021,1.1
Franklin County,2/2/2021,0
Franklin County,2/3/2021,0
Franklin County,2/4/2021,0
Franklin County,2/5/2021,0.08
Franklin County,2/6/2021,0.08
Franklin County,2/7/2021,0
Franklin County,2/8/2021,0
Franklin County,2/9/2021,0
Franklin County,2/10/2021,1.13
Franklin County,2/11/2021,0.1
Franklin County,2/12/2021,0.02
Franklin County,2/13/2021,0.79
Franklin County,2/14/2021,1.5
Franklin County,2/15/2021,0.09
Franklin County,2/16/2021,0.47
Franklin County,2/17/2021,0
Franklin County,2/18/2021,0.39
Franklin County,2/19/2021,0
Franklin County,2/20/2021,0.65
Franklin County,2/21/2021,0
Franklin County,2/22/2021,0
Franklin County,2/23/2021,0.03
Franklin County,2/24/2021,0
Franklin County,2/25/2021,0
Franklin County,2/26/2021,0
Franklin County,2/27/2021,0
Franklin County,2/28/2021,0
Franklin County,3/1/2021,0
Franklin County,3/2/2021,0.09
Franklin County,3/3/2021,0.2
Franklin County,3/4/2021,0
Franklin County,3/5/2021,0
Franklin County,3/6/2021,0
Franklin County,3/7/2021,0
Franklin County,3/8/2021,0
Franklin County,3/9/2021,0
Franklin County,3/10/2021,0
Franklin County,3/11/2021,0
Franklin County,3/12/2021,0
Franklin County,3/13/2021,0
Franklin County,3/14/2021,0
Franklin County,3/15/2021,0
Franklin County,3/16/2021,0
Franklin County,3/18/2021,0
Franklin County,3/19/2021,0.97
Franklin County,3/20/2021,0
Franklin County,3/21/2021,0
Franklin County,3/22/2021,0
Franklin County,3/23/2021,0
Franklin County,3/24/2021,0
Franklin County,3/25/2021,0
Franklin County,3/26/2021,0
Franklin County,3/27/2021,0
Franklin County,3/28/2021,0
Franklin County,3/29/2021,0
Franklin County,3/30/2021,1.57
Franklin County,3/31/2021,0
Franklin County,4/1/2021,0
Franklin County,4/2/2021,0
Franklin County,4/3/2021,0
Franklin County,4/4/2021,0
Franklin County,4/5/2021,0
Franklin County,4/6/2021,0
Franklin County,4/7/2021,0
Franklin County,4/8/2021,0
Franklin County,4/9/2021,0
Franklin County,4/10/2021,0.43
Franklin County,4/11/2021,1.23
Franklin County,4/12/2021,0.87
Franklin County,4/13/2021,0
Franklin County,4/14/2021,0
Franklin County,4/15/2021,0
Franklin County,4/16/2021,0.59
Franklin County,4/17/2021,0.93
Franklin County,4/18/2021,0.69
Franklin County,4/19/2021,0.11
Franklin County,4/20/2021,0
Franklin County,4/21/2021,0
Franklin County,4/22/2021,0
Franklin County,4/23/2021,0
Franklin County,4/24/2021,0
Franklin County,4/25/2021,0
Franklin County,4/26/2021,0
Franklin County,4/27/2021,0
Franklin County,4/28/2021,0
Franklin County,4/29/2021,0
Franklin County,4/30/2021,0
Franklin County,5/1/2021,0.05
Franklin County,5/2/2021,0
Franklin County,5/3/2021,0
Franklin County,5/4/2021,0
Franklin County,5/5/2021,0.5
Franklin County,5/6/2021,0.25
Franklin County,5/7/2021,0.98
Franklin County,5/8/2021,0
Franklin County,5/9/2021,0
Franklin County,5/10/2021,0
Franklin County,5/11/2021,1.07
Franklin County,5/12/2021,0.37
Franklin County,5/13/2021,0.2
Franklin County,5/14/2021,0.17
Franklin County,5/15/2021,0
Franklin County,5/16/2021,0
Franklin County,5/17/2021,0
Franklin County,5/18/2021,0
Franklin County,5/19/2021,0
Franklin County,5/20/2021,0
Franklin County,5/21/2021,0
Franklin County,5/22/2021,0
Franklin County,5/23/2021,0
Franklin County,5/24/2021,0
Franklin County,5/25/2021,0
Franklin County,5/26/2021,0
Franklin County,5/27/2021,0
Franklin County,5/28/2021,0
Franklin County,5/29/2021,0.12
Franklin County,5/30/2021,0
Franklin County,5/31/2021,0
Franklin County,6/1/2021,0
Franklin County,6/2/2021,0
Franklin County,6/3/2021,0
Franklin County,6/4/2021,0
Franklin County,6/5/2021,0
Franklin County,6/6/2021,0
Franklin County,6/7/2021,0
Franklin County,6/8/2021,0
Franklin County,6/9/2021,0
Franklin County,6/10/2021,0
Franklin County,6/11/2021,0
Franklin County,6/15/2021,0
Franklin County,6/16/2021,0.46
Franklin County,6/17/2021,0.01
Franklin County,6/18/2021,0
Franklin County,6/19/2021,0
Franklin County,6/20/2021,0.69
Franklin County,6/21/2021,1.23
Franklin County,6/22/2021,2.08
Franklin County,6/23/2021,0.56
Franklin County,6/24/2021,0.99
Franklin County,6/25/2021,0
Franklin County,6/26/2021,0
Franklin County,6/27/2021,1.34
Franklin County,6/28/2021,0.07
Franklin County,6/29/2021,0
Franklin County,6/30/2021,0.1
Franklin County,7/1/2021,0.64
Franklin County,7/2/2021,0
Franklin County,7/3/2021,0.52
Franklin County,7/4/2021,1.22
Franklin County,7/5/2021,0.48
Franklin County,7/6/2021,0.01
Franklin County,7/7/2021,0.44
Franklin County,7/8/2021,0.01
Franklin County,7/9/2021,0
Franklin County,7/10/2021,1.3
Franklin County,7/11/2021,0
Franklin County,7/12/2021,0
Franklin County,7/13/2021,0.09
Franklin County,7/14/2021,0
Franklin County,7/15/2021,0
Franklin County,7/16/2021,0
Franklin County,7/17/2021,0
Franklin County,7/18/2021,0
Franklin County,7/19/2021,0.05
Franklin County,7/20/2021,1.28
Franklin County,7/21/2021,0
Franklin County,7/22/2021,0.28
Franklin County,7/23/2021,0
Franklin County,7/24/2021,1.82
Franklin County,7/25/2021,0
Franklin County,7/26/2021,0
Franklin County,7/27/2021,0
Franklin County,7/28/2021,0.01
Franklin County,7/29/2021,0.17
Franklin County,7/30/2021,1.58
Franklin County,7/31/2021,0
Franklin County,8/1/2021,0
Franklin County,8/2/2021,0
Franklin County,8/3/2021,0.91
Franklin County,8/4/2021,0.51
Franklin County,8/5/2021,0
Franklin County,8/6/2021,0.2
Franklin County,8/7/2021,0.03
Franklin County,8/8/2021,0
Franklin County,8/9/2021,0.17
Franklin County,8/10/2021,0
Franklin County,8/11/2021,0
Franklin County,8/12/2021,0
Franklin County,8/13/2021,0.04
Franklin County,8/14/2021,0
Franklin County,8/15/2021,0.05
Franklin County,8/16/2021,3.07
Franklin County,8/17/2021,3.54
Franklin County,8/18/2021,0.07
Franklin County,8/19/2021,0
Franklin County,8/20/2021,0
Franklin County,8/21/2021,0
Franklin County,8/22/2021,0.23
Franklin County,8/23/2021,0.13
Franklin County,8/24/2021,0.92
Franklin County,8/25/2021,0
Franklin County,8/28/2021,0.13
Franklin County,8/29/2021,0.83
Franklin County,8/30/2021,0.16
Franklin County,8/31/2021,0
Franklin County,9/1/2021,0.92
Franklin County,9/2/2021,0.24
Franklin County,9/3/2021,0
Franklin County,9/4/2021,0.8
Franklin County,9/5/2021,0
Franklin County,9/6/2021,0
Franklin County,9/7/2021,0
Franklin County,9/8/2021,0
Franklin County,9/9/2021,1.73
Franklin County,9/10/2021,0.34
Franklin County,9/11/2021,0
Franklin County,9/12/2021,0.1
Franklin County,9/13/2021,0
Franklin County,9/14/2021,0
Franklin County,9/15/2021,0.23
Franklin County,9/16/2021,2.18
Franklin County,9/17/2021,1.63
Franklin County,9/18/2021,0.07
Franklin County,9/19/2021,0.44
Franklin County,9/20/2021,0.33
Franklin County,9/21/2021,0.1
Franklin County,9/22/2021,1.07
Franklin County,9/23/2021,0
Franklin County,9/24/2021,0
Franklin County,9/25/2021,0
Franklin County,9/26/2021,0
Franklin County,9/27/2021,0
Franklin County,9/28/2021,0
Franklin County,9/29/2021,0
Franklin County,9/30/2021,0
Franklin County,10/1/2021,0
Franklin County,10/2/2021,0
Franklin County,10/3/2021,0.07
Franklin County,10/4/2021,0.62
Franklin County,10/7/2021,0.96
Franklin County,10/8/2021,0.27
Franklin County,10/9/2021,0
Franklin County,10/10/2021,0
Franklin County,10/11/2021,0
Franklin County,10/12/2021,0
Franklin County,10/13/2021,0
Franklin County,10/14/2021,0
Franklin County,10/15/2021,0
Franklin County,10/16/2021,0
Franklin County,10/17/2021,1.14
Franklin County,10/18/2021,0
Franklin County,10/19/2021,0
Franklin County,10/20/2021,0
Franklin County,10/21/2021,0
Franklin County,10/22/2021,0
Franklin County,10/23/2021,0
Franklin County,10/24/2021,0
Franklin County,10/25/2021,1.31
Franklin County,10/26/2021,0
Gadsden County,1/1/2020,0
Gadsden County,1/2/2020,0
Gadsden County,1/3/2020,0
Gadsden County,1/4/2020,0.98
Gadsden County,1/5/2020,0
Gadsden County,1/6/2020,0
Gadsden County,1/7/2020,0
Gadsden County,1/8/2020,0
Gadsden County,1/9/2020,0
Gadsden County,1/10/2020,0
Gadsden County,1/11/2020,0
Gadsden County,1/12/2020,0.23
Gadsden County,1/13/2020,0
Gadsden County,1/14/2020,0.09
Gadsden County,1/15/2020,0
Gadsden County,1/16/2020,0
Gadsden County,1/17/2020,0.05
Gadsden County,1/18/2020,0
Gadsden County,1/19/2020,0.38
Gadsden County,1/20/2020,0
Gadsden County,1/21/2020,0
Gadsden County,1/22/2020,0
Gadsden County,1/23/2020,0
Gadsden County,1/24/2020,0.05
Gadsden County,1/25/2020,0
Gadsden County,1/26/2020,0
Gadsden County,1/27/2020,0.04
Gadsden County,1/28/2020,0
Gadsden County,1/29/2020,0
Gadsden County,1/30/2020,0.21
Gadsden County,1/31/2020,0
Gadsden County,2/1/2020,0
Gadsden County,2/2/2020,0
Gadsden County,2/3/2020,0
Gadsden County,2/4/2020,0
Gadsden County,2/5/2020,0
Gadsden County,2/6/2020,0.02
Gadsden County,2/7/2020,1.62
Gadsden County,2/8/2020,0
Gadsden County,2/9/2020,0
Gadsden County,2/10/2020,0
Gadsden County,2/11/2020,0
Gadsden County,2/12/2020,0
Gadsden County,2/13/2020,0
Gadsden County,2/14/2020,0.82
Gadsden County,2/15/2020,0
Gadsden County,2/16/2020,0
Gadsden County,2/17/2020,0.37
Gadsden County,2/18/2020,0
Gadsden County,2/19/2020,0.04
Gadsden County,2/20/2020,0
Gadsden County,2/21/2020,0.67
Gadsden County,2/22/2020,0
Gadsden County,2/23/2020,0
Gadsden County,2/24/2020,0
Gadsden County,2/25/2020,1.88
Gadsden County,2/26/2020,1.16
Gadsden County,2/27/2020,0.27
Gadsden County,2/28/2020,0
Gadsden County,2/29/2020,0
Gadsden County,3/1/2020,0
Gadsden County,3/2/2020,0
Gadsden County,3/3/2020,0
Gadsden County,3/4/2020,1.4
Gadsden County,3/5/2020,0.27
Gadsden County,3/6/2020,0.18
Gadsden County,3/7/2020,0
Gadsden County,3/8/2020,0
Gadsden County,3/9/2020,0
Gadsden County,3/10/2020,0
Gadsden County,3/11/2020,0
Gadsden County,3/12/2020,0
Gadsden County,3/13/2020,0
Gadsden County,3/14/2020,0
Gadsden County,3/15/2020,0
Gadsden County,3/16/2020,0
Gadsden County,3/17/2020,0
Gadsden County,3/18/2020,0
Gadsden County,3/19/2020,0
Gadsden County,3/20/2020,0
Gadsden County,3/21/2020,0
Gadsden County,3/22/2020,0
Gadsden County,3/23/2020,0
Gadsden County,3/24/2020,0
Gadsden County,3/25/2020,0
Gadsden County,3/26/2020,0
Gadsden County,3/27/2020,0
Gadsden County,3/28/2020,0
Gadsden County,3/29/2020,0
Gadsden County,3/30/2020,0
Gadsden County,3/31/2020,0
Gadsden County,4/1/2020,0.35
Gadsden County,4/2/2020,0
Gadsden County,4/3/2020,0
Gadsden County,4/4/2020,0
Gadsden County,4/5/2020,0.02
Gadsden County,4/6/2020,0
Gadsden County,4/7/2020,0
Gadsden County,4/8/2020,0
Gadsden County,4/9/2020,0.83
Gadsden County,4/10/2020,0
Gadsden County,4/11/2020,0.08
Gadsden County,4/12/2020,0
Gadsden County,4/13/2020,0.83
Gadsden County,4/14/2020,0
Gadsden County,4/15/2020,0.71
Gadsden County,4/16/2020,0.1
Gadsden County,4/17/2020,0
Gadsden County,4/18/2020,0
Gadsden County,4/19/2020,0.03
Gadsden County,4/20/2020,0.43
Gadsden County,4/21/2020,0
Gadsden County,4/22/2020,0
Gadsden County,4/23/2020,0
Gadsden County,4/24/2020,3.55
Gadsden County,4/25/2020,0
Gadsden County,4/26/2020,0
Gadsden County,4/27/2020,0
Gadsden County,4/28/2020,0
Gadsden County,4/29/2020,0
Gadsden County,4/30/2020,0.61
Gadsden County,5/1/2020,0
Gadsden County,5/2/2020,0
Gadsden County,5/3/2020,0
Gadsden County,5/4/2020,0
Gadsden County,5/5/2020,0
Gadsden County,5/6/2020,0
Gadsden County,5/7/2020,0
Gadsden County,5/8/2020,0
Gadsden County,5/9/2020,0.01
Gadsden County,5/10/2020,0
Gadsden County,5/11/2020,0
Gadsden County,5/12/2020,0
Gadsden County,5/13/2020,0
Gadsden County,5/14/2020,0
Gadsden County,5/15/2020,0
Gadsden County,5/16/2020,0
Gadsden County,5/17/2020,0
Gadsden County,5/18/2020,0
Gadsden County,5/19/2020,0.05
Gadsden County,5/20/2020,0
Gadsden County,5/21/2020,0.64
Gadsden County,5/22/2020,0
Gadsden County,5/23/2020,0
Gadsden County,5/24/2020,0.18
Gadsden County,5/25/2020,0
Gadsden County,5/26/2020,0.12
Gadsden County,5/27/2020,0.29
Gadsden County,5/28/2020,0.2
Gadsden County,5/29/2020,0.41
Gadsden County,5/30/2020,2.05
Gadsden County,5/31/2020,0
Gadsden County,6/1/2020,0
Gadsden County,6/2/2020,0
Gadsden County,6/3/2020,0
Gadsden County,6/4/2020,0
Gadsden County,6/5/2020,0
Gadsden County,6/6/2020,0
Gadsden County,6/7/2020,2.71
Gadsden County,6/8/2020,2.53
Gadsden County,6/9/2020,0
Gadsden County,6/10/2020,1.97
Gadsden County,6/11/2020,0
Gadsden County,6/12/2020,0
Gadsden County,6/13/2020,0
Gadsden County,6/14/2020,0
Gadsden County,6/15/2020,0
Gadsden County,6/16/2020,0
Gadsden County,6/17/2020,0
Gadsden County,6/18/2020,0
Gadsden County,6/19/2020,0
Gadsden County,6/20/2020,0
Gadsden County,6/21/2020,0
Gadsden County,6/22/2020,0
Gadsden County,6/23/2020,0
Gadsden County,6/24/2020,0.79
Gadsden County,6/25/2020,0.01
Gadsden County,6/26/2020,0.1
Gadsden County,6/27/2020,0
Gadsden County,6/28/2020,0
Gadsden County,6/29/2020,0
Gadsden County,6/30/2020,0
Gadsden County,7/1/2020,0.11
Gadsden County,7/2/2020,0.01
Gadsden County,7/3/2020,0
Gadsden County,7/4/2020,0.26
Gadsden County,7/5/2020,0
Gadsden County,7/6/2020,0.68
Gadsden County,7/7/2020,0.74
Gadsden County,7/8/2020,0.4
Gadsden County,7/9/2020,0
Gadsden County,7/10/2020,0
Gadsden County,7/11/2020,0.9
Gadsden County,7/12/2020,0
Gadsden County,7/13/2020,0
Gadsden County,7/14/2020,0.5
Gadsden County,7/15/2020,0
Gadsden County,7/16/2020,0
Gadsden County,7/17/2020,0
Gadsden County,7/18/2020,0
Gadsden County,7/19/2020,0
Gadsden County,7/20/2020,0.55
Gadsden County,7/21/2020,0
Gadsden County,7/22/2020,0.13
Gadsden County,7/23/2020,1
Gadsden County,7/24/2020,0
Gadsden County,7/25/2020,0
Gadsden County,7/26/2020,0
Gadsden County,7/27/2020,0
Gadsden County,7/28/2020,0.54
Gadsden County,7/29/2020,0.14
Gadsden County,7/30/2020,0
Gadsden County,7/31/2020,0
Gadsden County,8/1/2020,0
Gadsden County,8/2/2020,0
Gadsden County,8/3/2020,0
Gadsden County,8/4/2020,0
Gadsden County,8/5/2020,0.09
Gadsden County,8/6/2020,0
Gadsden County,8/7/2020,0
Gadsden County,8/8/2020,0
Gadsden County,8/9/2020,0
Gadsden County,8/10/2020,0
Gadsden County,8/11/2020,0.75
Gadsden County,8/12/2020,0.03
Gadsden County,8/13/2020,0
Gadsden County,8/14/2020,0
Gadsden County,8/15/2020,0.28
Gadsden County,8/16/2020,0
Gadsden County,8/17/2020,0
Gadsden County,8/18/2020,0
Gadsden County,8/19/2020,1.18
Gadsden County,8/20/2020,0.1
Gadsden County,8/21/2020,0.92
Gadsden County,8/22/2020,0.01
Gadsden County,8/23/2020,0.05
Gadsden County,8/24/2020,1.18
Gadsden County,8/25/2020,0.01
Gadsden County,8/26/2020,0
Gadsden County,8/27/2020,0
Gadsden County,8/28/2020,0.02
Gadsden County,8/29/2020,0.39
Gadsden County,8/30/2020,0.12
Gadsden County,8/31/2020,0.06
Gadsden County,9/1/2020,0.44
Gadsden County,9/2/2020,0.09
Gadsden County,9/3/2020,0
Gadsden County,9/4/2020,0
Gadsden County,9/5/2020,0
Gadsden County,9/6/2020,0
Gadsden County,9/7/2020,0
Gadsden County,9/8/2020,0
Gadsden County,9/9/2020,0
Gadsden County,9/10/2020,0
Gadsden County,9/11/2020,0.93
Gadsden County,9/12/2020,0.05
Gadsden County,9/13/2020,0.05
Gadsden County,9/14/2020,0.91
Gadsden County,9/15/2020,0.7
Gadsden County,9/16/2020,1.21
Gadsden County,9/17/2020,5.78
Gadsden County,9/18/2020,0
Gadsden County,9/19/2020,0
Gadsden County,9/20/2020,0
Gadsden County,9/21/2020,0
Gadsden County,9/22/2020,0
Gadsden County,9/23/2020,0
Gadsden County,9/24/2020,0
Gadsden County,9/25/2020,0
Gadsden County,9/26/2020,0.02
Gadsden County,9/27/2020,0
Gadsden County,9/28/2020,0.73
Gadsden County,9/29/2020,0.04
Gadsden County,9/30/2020,0.02
Gadsden County,10/1/2020,0
Gadsden County,10/2/2020,0
Gadsden County,10/3/2020,0
Gadsden County,10/4/2020,0
Gadsden County,10/5/2020,0
Gadsden County,10/6/2020,0
Gadsden County,10/7/2020,0
Gadsden County,10/8/2020,0
Gadsden County,10/9/2020,0.09
Gadsden County,10/10/2020,0
Gadsden County,10/11/2020,0.21
Gadsden County,10/12/2020,0
Gadsden County,10/13/2020,0
Gadsden County,10/14/2020,0
Gadsden County,10/15/2020,0
Gadsden County,10/16/2020,0
Gadsden County,10/17/2020,0
Gadsden County,10/18/2020,0
Gadsden County,10/19/2020,0
Gadsden County,10/20/2020,0
Gadsden County,10/21/2020,0
Gadsden County,10/22/2020,0.31
Gadsden County,10/23/2020,0
Gadsden County,10/24/2020,0.02
Gadsden County,10/25/2020,0.59
Gadsden County,10/26/2020,0
Gadsden County,10/27/2020,0
Gadsden County,10/28/2020,0.05
Gadsden County,10/29/2020,0.07
Gadsden County,10/30/2020,1.02
Gadsden County,10/31/2020,0
Gadsden County,11/1/2020,0
Gadsden County,11/2/2020,0
Gadsden County,11/3/2020,0
Gadsden County,11/4/2020,0
Gadsden County,11/5/2020,0
Gadsden County,11/6/2020,0
Gadsden County,11/7/2020,0
Gadsden County,11/8/2020,0
Gadsden County,11/9/2020,0
Gadsden County,11/10/2020,0
Gadsden County,11/11/2020,0.51
Gadsden County,11/12/2020,0.3
Gadsden County,11/13/2020,0
Gadsden County,11/14/2020,0
Gadsden County,11/15/2020,0
Gadsden County,11/16/2020,0
Gadsden County,11/17/2020,0
Gadsden County,11/18/2020,0
Gadsden County,11/19/2020,0
Gadsden County,11/20/2020,0
Gadsden County,11/21/2020,0
Gadsden County,11/22/2020,0
Gadsden County,11/23/2020,0
Gadsden County,11/24/2020,0
Gadsden County,11/25/2020,0
Gadsden County,11/26/2020,0
Gadsden County,11/27/2020,0
Gadsden County,11/28/2020,1.66
Gadsden County,11/29/2020,0.05
Gadsden County,11/30/2020,0.56
Gadsden County,12/1/2020,0
Gadsden County,12/2/2020,0
Gadsden County,12/3/2020,0
Gadsden County,12/4/2020,0
Gadsden County,12/5/2020,0.15
Gadsden County,12/6/2020,0
Gadsden County,12/7/2020,0.06
Gadsden County,12/8/2020,0
Gadsden County,12/9/2020,0
Gadsden County,12/10/2020,0
Gadsden County,12/11/2020,0
Gadsden County,12/12/2020,0
Gadsden County,12/13/2020,0
Gadsden County,12/14/2020,0.37
Gadsden County,12/15/2020,0
Gadsden County,12/16/2020,0
Gadsden County,12/17/2020,0.81
Gadsden County,12/18/2020,0
Gadsden County,12/19/2020,0
Gadsden County,12/20/2020,0.05
Gadsden County,12/21/2020,0.73
Gadsden County,12/22/2020,0.02
Gadsden County,12/23/2020,0
Gadsden County,12/24/2020,0
Gadsden County,12/25/2020,1.45
Gadsden County,12/26/2020,0
Gadsden County,12/27/2020,0
Gadsden County,12/28/2020,0
Gadsden County,12/29/2020,0
Gadsden County,12/30/2020,0
Gadsden County,12/31/2020,0.03
Gadsden County,1/1/2021,0.1
Gadsden County,1/2/2021,2.36
Gadsden County,1/3/2021,1.9
Gadsden County,1/4/2021,0
Gadsden County,1/5/2021,0
Gadsden County,1/6/2021,0
Gadsden County,1/7/2021,0
Gadsden County,1/8/2021,0.27
Gadsden County,1/9/2021,0
Gadsden County,1/10/2021,0
Gadsden County,1/11/2021,0
Gadsden County,1/12/2021,0.08
Gadsden County,1/13/2021,0
Gadsden County,1/14/2021,0
Gadsden County,1/15/2021,0
Gadsden County,1/16/2021,0.28
Gadsden County,1/17/2021,0
Gadsden County,1/18/2021,0
Gadsden County,1/19/2021,0
Gadsden County,1/20/2021,0
Gadsden County,1/21/2021,0
Gadsden County,1/22/2021,0.32
Gadsden County,1/23/2021,0.21
Gadsden County,1/24/2021,0.01
Gadsden County,1/25/2021,0
Gadsden County,1/26/2021,0
Gadsden County,1/27/2021,1.02
Gadsden County,1/28/2021,0.18
Gadsden County,1/29/2021,0
Gadsden County,1/30/2021,0
Gadsden County,1/31/2021,0
Gadsden County,2/1/2021,0.25
Gadsden County,2/2/2021,0
Gadsden County,2/3/2021,0
Gadsden County,2/4/2021,0
Gadsden County,2/5/2021,0.11
Gadsden County,2/6/2021,0.11
Gadsden County,2/7/2021,0.49
Gadsden County,2/8/2021,0
Gadsden County,2/9/2021,0.19
Gadsden County,2/10/2021,0.28
Gadsden County,2/11/2021,0
Gadsden County,2/12/2021,0
Gadsden County,2/13/2021,0.6
Gadsden County,2/14/2021,0.93
Gadsden County,2/15/2021,0.48
Gadsden County,2/16/2021,0.3
Gadsden County,2/17/2021,0
Gadsden County,2/18/2021,0.49
Gadsden County,2/19/2021,0.97
Gadsden County,2/20/2021,0
Gadsden County,2/21/2021,0
Gadsden County,2/22/2021,0
Gadsden County,2/23/2021,0.17
Gadsden County,2/24/2021,0
Gadsden County,2/25/2021,0
Gadsden County,2/26/2021,0
Gadsden County,2/27/2021,0
Gadsden County,2/28/2021,0
Gadsden County,3/1/2021,0
Gadsden County,3/2/2021,0.54
Gadsden County,3/3/2021,0.63
Gadsden County,3/4/2021,0
Gadsden County,3/5/2021,0
Gadsden County,3/6/2021,0.11
Gadsden County,3/7/2021,0.08
Gadsden County,3/8/2021,0
Gadsden County,3/9/2021,0
Gadsden County,3/10/2021,0
Gadsden County,3/11/2021,0
Gadsden County,3/12/2021,0
Gadsden County,3/13/2021,0
Gadsden County,3/14/2021,0
Gadsden County,3/15/2021,0
Gadsden County,3/16/2021,0
Gadsden County,3/17/2021,0.26
Gadsden County,3/18/2021,0
Gadsden County,3/19/2021,0.78
Gadsden County,3/20/2021,0
Gadsden County,3/21/2021,0
Gadsden County,3/22/2021,0.05
Gadsden County,3/23/2021,0
Gadsden County,3/24/2021,0.01
Gadsden County,3/25/2021,0.06
Gadsden County,3/26/2021,0
Gadsden County,3/27/2021,0.01
Gadsden County,3/28/2021,0
Gadsden County,3/29/2021,0.02
Gadsden County,3/30/2021,0.16
Gadsden County,3/31/2021,0.02
Gadsden County,4/1/2021,0.37
Gadsden County,4/2/2021,0
Gadsden County,4/3/2021,0
Gadsden County,4/4/2021,0
Gadsden County,4/5/2021,0
Gadsden County,4/6/2021,0
Gadsden County,4/7/2021,0
Gadsden County,4/8/2021,0
Gadsden County,4/9/2021,0.02
Gadsden County,4/10/2021,0.95
Gadsden County,4/11/2021,0.39
Gadsden County,4/12/2021,0.13
Gadsden County,4/13/2021,0
Gadsden County,4/14/2021,0
Gadsden County,4/15/2021,0
Gadsden County,4/16/2021,0
Gadsden County,4/17/2021,0.16
Gadsden County,4/18/2021,0.93
Gadsden County,4/19/2021,0
Gadsden County,4/20/2021,0
Gadsden County,4/21/2021,0
Gadsden County,4/22/2021,0
