EVENT_ID,CZ_NAME_STR,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,INJURIES_INDIRECT,DEATHS_INDIRECT,END_DATE,END_TIME
475860,JACKSON CO.,8/16/2013,2330,Flash Flood,0,0,0,0,0,0,8/17/2013,130
478269,JACKSON CO.,9/23/2013,1825,Flash Flood,0,0,0,0,0,0,9/23/2013,1945
509204,OKALOOSA CO.,3/16/2014,900,Flood,0,0,0,0,0,0,3/16/2014,1135
516863,OKALOOSA CO.,4/15/2014,0,Flash Flood,0,0,0,0,0,0,4/15/2014,100
515782,JACKSON CO.,4/15/2014,215,Flash Flood,0,0,0,0,0,0,4/15/2014,315
515798,JACKSON CO.,4/15/2014,215,Flash Flood,0,0,0,0,0,0,4/15/2014,315
515797,JACKSON CO.,4/15/2014,215,Flash Flood,0,0,0,0,0,0,4/15/2014,315
515795,JACKSON CO.,4/15/2014,215,Flash Flood,0,0,0,0,0,0,4/15/2014,315
515792,JACKSON CO.,4/15/2014,215,Flash Flood,0,0,0,0,0,0,4/15/2014,315
515799,JACKSON CO.,4/15/2014,315,Flash Flood,0,0,0,0,0,0,4/15/2014,415
515800,JACKSON CO.,4/15/2014,315,Flash Flood,0,0,0,0,0,0,4/15/2014,415
515801,JACKSON CO.,4/15/2014,315,Flash Flood,0,0,0,0,0,0,4/15/2014,415
515802,JACKSON CO.,4/15/2014,315,Flash Flood,0,0,0,0,0,0,4/15/2014,415
515803,JACKSON CO.,4/15/2014,315,Flash Flood,0,0,0,0,0,0,4/15/2014,415
514210,OKALOOSA CO.,4/29/2014,2200,Flash Flood,0,0,1460000,0,0,0,4/30/2014,900
515842,JACKSON CO.,4/30/2014,405,Flash Flood,0,0,0,0,0,0,4/30/2014,700
515483,JACKSON CO.,4/30/2014,700,Flood,0,0,6690000,0,0,0,4/30/2014,2359
565661,JACKSON CO.,4/12/2015,1926,Flash Flood,0,0,2000,0,0,0,4/13/2015,300
565664,JACKSON CO.,4/12/2015,1926,Flash Flood,0,0,2000,0,0,0,4/13/2015,300
565663,JACKSON CO.,4/12/2015,1926,Flash Flood,0,0,2000,0,0,0,4/13/2015,300
565662,JACKSON CO.,4/12/2015,1926,Flash Flood,0,0,2000,0,0,0,4/13/2015,300
565851,JACKSON CO.,4/12/2015,2220,Flash Flood,0,0,5000,0,0,0,4/13/2015,300
565876,JACKSON CO.,4/12/2015,2220,Flash Flood,0,0,5000,0,0,0,4/13/2015,300
565877,JACKSON CO.,4/12/2015,2220,Flash Flood,0,0,5000,0,0,0,4/13/2015,300
565875,JACKSON CO.,4/12/2015,2220,Flash Flood,0,0,5000,0,0,0,4/13/2015,300
565874,JACKSON CO.,4/12/2015,2220,Flash Flood,0,0,0,0,0,0,4/13/2015,300
565873,JACKSON CO.,4/12/2015,2220,Flash Flood,0,0,5000,0,0,0,4/13/2015,300
565862,JACKSON CO.,4/12/2015,2220,Flash Flood,0,0,5000,0,0,0,4/13/2015,300
565860,JACKSON CO.,4/12/2015,2220,Flash Flood,0,0,10000,0,0,0,4/13/2015,300
565858,JACKSON CO.,4/12/2015,2220,Flash Flood,0,0,5000,0,0,0,4/13/2015,300
565855,JACKSON CO.,4/12/2015,2220,Flash Flood,0,0,5000,0,0,0,4/13/2015,300
565852,JACKSON CO.,4/12/2015,2220,Flash Flood,0,0,5000,0,0,0,4/13/2015,300
565652,JACKSON CO.,4/16/2015,900,Flash Flood,0,0,2000,0,0,0,4/16/2015,945
565654,JACKSON CO.,4/16/2015,900,Flash Flood,0,0,2000,0,0,0,4/16/2015,945
565655,JACKSON CO.,4/16/2015,900,Flash Flood,0,0,2000,0,0,0,4/16/2015,945
600915,OKALOOSA CO.,9/28/2015,1900,Flash Flood,0,0,100000,0,0,0,9/28/2015,2100
601687,JACKSON CO.,9/29/2015,15,Flash Flood,0,0,0,0,0,0,9/29/2015,200
601688,JACKSON CO.,9/29/2015,130,Flash Flood,0,0,0,0,0,0,9/29/2015,200
601752,JACKSON CO.,11/8/2015,1600,Flood,0,0,0,0,0,0,11/9/2015,1600
601754,JACKSON CO.,11/8/2015,1600,Flood,0,0,0,0,0,0,11/9/2015,1600
601756,JACKSON CO.,11/8/2015,1600,Flood,0,0,0,0,0,0,11/9/2015,1600
620373,OKALOOSA CO.,2/3/2016,1040,Flash Flood,0,0,0,0,0,0,2/3/2016,1300
620374,OKALOOSA CO.,2/3/2016,1130,Flash Flood,0,0,0,0,0,0,2/3/2016,1300
618625,JACKSON CO.,2/3/2016,1530,Flood,0,0,0,0,0,0,2/4/2016,0
622027,OKALOOSA CO.,2/23/2016,2135,Flash Flood,0,0,0,0,0,0,2/23/2016,2330
620575,JACKSON CO.,3/26/2016,1000,Flood,0,0,10000,0,0,0,3/28/2016,1000
620583,JACKSON CO.,3/26/2016,1000,Flood,0,0,10000,0,0,0,3/28/2016,1000
620584,JACKSON CO.,3/27/2016,400,Flood,0,0,10000,0,0,0,3/28/2016,400
620581,JACKSON CO.,3/27/2016,1545,Flood,0,0,0,0,0,0,3/28/2016,1545
624281,JACKSON CO.,4/2/2016,0,Flood,0,0,0,0,0,0,4/4/2016,0
624276,JACKSON CO.,4/13/2016,1500,Flood,0,0,0,0,0,0,4/15/2016,1500
639381,JACKSON CO.,7/21/2016,1815,Flash Flood,0,0,0,0,0,0,7/21/2016,2030
639384,JACKSON CO.,7/21/2016,1815,Flash Flood,0,0,0,0,0,0,7/21/2016,2030
639383,JACKSON CO.,7/21/2016,1815,Flash Flood,0,0,0,0,0,0,7/21/2016,2030
639385,JACKSON CO.,7/21/2016,1843,Flash Flood,0,0,0,0,0,0,7/21/2016,2030
662246,JACKSON CO.,12/5/2016,1600,Flood,0,0,0,0,0,0,12/6/2016,1600
662250,JACKSON CO.,12/5/2016,1600,Flood,0,0,0,0,0,0,12/6/2016,1600
662247,JACKSON CO.,12/5/2016,1600,Flood,0,0,0,0,0,0,12/6/2016,1600
662253,JACKSON CO.,12/5/2016,1600,Flood,0,0,0,0,0,0,12/6/2016,1600
662252,JACKSON CO.,12/5/2016,1600,Flood,0,0,0,0,0,0,12/6/2016,1600
662251,JACKSON CO.,12/5/2016,1600,Flood,0,0,0,0,0,0,12/6/2016,1600
675546,OKALOOSA CO.,1/2/2017,1920,Flash Flood,0,0,25000,0,0,0,1/2/2017,2200
703726,OKALOOSA CO.,5/20/2017,2245,Flash Flood,0,0,0,0,0,0,5/21/2017,400
703727,OKALOOSA CO.,5/20/2017,2245,Flash Flood,0,0,0,0,0,0,5/21/2017,400
724985,OKALOOSA CO.,10/8/2017,715,Flash Flood,0,0,0,0,0,0,10/8/2017,915
724989,OKALOOSA CO.,10/8/2017,715,Flash Flood,0,0,0,0,0,0,10/8/2017,915
724987,OKALOOSA CO.,10/8/2017,715,Flash Flood,0,0,0,0,0,0,10/8/2017,915
788601,JACKSON CO.,12/1/2018,1917,Flash Flood,0,0,0,0,0,0,12/1/2018,2215
788602,JACKSON CO.,12/1/2018,1949,Flash Flood,0,0,0,0,0,0,12/1/2018,2215
788603,JACKSON CO.,12/1/2018,1958,Flash Flood,0,0,0,0,0,0,12/1/2018,2215
788604,JACKSON CO.,12/1/2018,2015,Flash Flood,0,0,0,0,0,0,12/1/2018,2215
921379,OKALOOSA CO.,9/15/2020,2200,Flash Flood,0,0,0,0,0,0,9/16/2020,1145
920611,JACKSON CO.,9/16/2020,814,Flash Flood,0,0,0,0,0,0,9/16/2020,2000
920612,JACKSON CO.,9/16/2020,816,Flash Flood,0,0,0,0,0,0,9/16/2020,2000
920613,JACKSON CO.,9/16/2020,1450,Flash Flood,0,0,0,0,0,0,9/16/2020,2000
920610,JACKSON CO.,9/16/2020,1500,Flash Flood,0,0,7000000,0,0,0,9/16/2020,2000
956862,OKALOOSA CO.,4/10/2021,750,Flash Flood,0,0,0,0,0,0,4/10/2021,850
956843,OKALOOSA CO.,4/24/2021,1017,Flash Flood,0,0,0,0,0,0,4/24/2021,1117
956844,OKALOOSA CO.,4/24/2021,1032,Flash Flood,0,0,0,0,0,0,4/24/2021,1132
955069,JACKSON CO.,4/24/2021,1115,Flash Flood,0,0,0,0,0,0,4/24/2021,1315
981158,JACKSON CO.,8/16/2021,2011,Flash Flood,0,0,0,0,0,0,8/16/2021,2200
981159,JACKSON CO.,8/16/2021,2115,Flash Flood,0,0,0,0,0,0,8/16/2021,2215
983387,OKALOOSA CO.,8/21/2021,1430,Flash Flood,0,0,0,0,0,0,8/21/2021,1530
983327,OKALOOSA CO.,8/31/2021,740,Flash Flood,0,0,0,0,0,0,8/31/2021,1030
987306,OKALOOSA CO.,9/16/2021,915,Flash Flood,0,0,0,0,0,0,9/16/2021,1115
987308,OKALOOSA CO.,9/20/2021,1420,Flash Flood,0,0,0,0,0,0,9/20/2021,1620
989031,OKALOOSA CO.,10/4/2021,630,Flash Flood,0,0,0,0,0,0,10/4/2021,1000
989703,OKALOOSA CO.,10/4/2021,730,Flash Flood,0,0,0,0,0,0,10/4/2021,1000
989704,OKALOOSA CO.,10/4/2021,800,Flash Flood,0,0,0,0,0,0,10/4/2021,1000
1011284,JACKSON CO.,3/18/2022,1615,Flash Flood,0,0,0,0,0,0,3/18/2022,1900
1011286,JACKSON CO.,3/18/2022,1700,Flash Flood,0,0,0,0,0,0,3/18/2022,1900
1017005,JACKSON CO.,4/17/2022,1650,Flood,0,0,0,0,0,0,4/17/2022,1850
1041337,JACKSON CO.,6/16/2022,1930,Flood,0,0,0,0,0,0,6/16/2022,2030
1046988,JACKSON CO.,7/11/2022,1438,Flash Flood,0,0,0,0,0,0,7/11/2022,1700
1053008,JACKSON CO.,8/13/2022,2000,Flash Flood,0,0,0,0,0,0,8/13/2022,2100
1053009,JACKSON CO.,8/13/2022,2000,Flash Flood,0,0,0,0,0,0,8/13/2022,2100
1092911,JACKSON CO.,5/22/2023,1900,Flood,0,0,0,0,0,0,5/22/2023,2100
1120526,JACKSON CO.,7/14/2023,140,Flash Flood,0,0,0,0,0,0,7/14/2023,700
1120527,JACKSON CO.,7/14/2023,400,Flash Flood,0,0,0,0,0,0,7/14/2023,700
1120530,JACKSON CO.,7/14/2023,500,Flash Flood,0,0,0,0,0,0,7/14/2023,700
1120535,JACKSON CO.,7/14/2023,500,Flash Flood,0,0,0,0,0,0,7/14/2023,700
1120534,JACKSON CO.,7/14/2023,500,Flash Flood,0,0,0,0,0,0,7/14/2023,700
1120532,JACKSON CO.,7/14/2023,500,Flash Flood,0,0,0,0,0,0,7/14/2023,700
1120531,JACKSON CO.,7/14/2023,500,Flash Flood,0,0,0,0,0,0,7/14/2023,700
1123547,OKALOOSA CO.,7/14/2023,1016,Flash Flood,0,0,0,0,0,0,7/14/2023,1100
1123548,OKALOOSA CO.,7/14/2023,1031,Flash Flood,0,0,0,0,0,0,7/14/2023,1131
1132902,OKALOOSA CO.,8/5/2023,1353,Flash Flood,0,0,0,0,0,0,8/5/2023,1600
1132948,OKALOOSA CO.,8/5/2023,1433,Flash Flood,0,0,0,0,0,0,8/5/2023,1600
1175100,JACKSON CO.,4/10/2024,1933,Flash Flood,0,0,0,0,0,0,4/10/2024,2130
1178072,OKALOOSA CO.,4/30/2024,1316,Flash Flood,0,0,0,0,0,0,4/30/2024,1316
1178073,OKALOOSA CO.,4/30/2024,1331,Flash Flood,0,0,0,0,0,0,4/30/2024,1331
1178074,OKALOOSA CO.,4/30/2024,1409,Flash Flood,0,0,0,0,0,0,4/30/2024,1409
1185769,JACKSON CO.,5/18/2024,900,Flash Flood,0,0,0,0,0,0,5/18/2024,1000
1185770,JACKSON CO.,5/18/2024,900,Flash Flood,0,0,0,0,0,0,5/18/2024,1000
1185771,JACKSON CO.,5/18/2024,900,Flash Flood,0,0,0,0,0,0,5/18/2024,1000
1185772,JACKSON CO.,5/18/2024,900,Flash Flood,0,0,0,0,0,0,5/18/2024,1000
1185773,JACKSON CO.,5/18/2024,900,Flash Flood,0,0,0,0,0,0,5/18/2024,1000
1185774,JACKSON CO.,5/18/2024,900,Flash Flood,0,0,0,0,0,0,5/18/2024,1000
1185776,JACKSON CO.,5/18/2024,904,Flash Flood,0,0,0,0,0,0,5/18/2024,1000
1185779,JACKSON CO.,5/18/2024,930,Flash Flood,0,0,0,0,0,0,5/18/2024,1000
1203710,JACKSON CO.,9/14/2024,2245,Flash Flood,0,0,0,0,0,0,9/15/2024,600
1203712,JACKSON CO.,9/15/2024,215,Flash Flood,0,0,0,0,0,0,9/15/2024,600
1203713,JACKSON CO.,9/15/2024,400,Flash Flood,0,0,0,0,0,0,9/15/2024,600
1209546,JACKSON CO.,9/26/2024,1300,Flash Flood,0,0,0,0,0,0,9/26/2024,1445
1209545,JACKSON CO.,9/26/2024,1300,Flash Flood,0,0,0,0,0,0,9/26/2024,1445
1209652,JACKSON CO.,9/26/2024,2130,Flash Flood,0,0,0,0,0,0,9/26/2024,2315
1209653,JACKSON CO.,9/26/2024,2130,Flash Flood,0,0,0,0,0,0,9/26/2024,2315
1209654,JACKSON CO.,9/26/2024,2130,Flash Flood,0,0,0,0,0,0,9/26/2024,2315
1209655,JACKSON CO.,9/26/2024,2130,Flash Flood,0,0,0,0,0,0,9/26/2024,2315
1209651,JACKSON CO.,9/26/2024,2130,Flash Flood,0,0,0,0,0,0,9/26/2024,2315
1209656,JACKSON CO.,9/26/2024,2130,Flash Flood,0,0,0,0,0,0,9/26/2024,2315
1267537,OKALOOSA CO.,5/9/2025,1800,Flash Flood,0,0,0,0,0,0,5/9/2025,1900
